Title,Sheet,TaskNo,Standard,Method,FrequenciesCSV,ImageFile,ImageFolderPath
เฟืองและโซ่,เครื่องนวดผสมแป้ง,3,ฟันเฟืองต้องไม่แหลมคม/โซ่ไม่หย่อน,เช็ค,W,task03.jpeg,เครื่องนวดผสมแป้ง
มูเล่ย์และสายพาน,เครื่องนวดผสมแป้ง,4,มูเล่ย์ไม่ชำรุดแตก/สายพานไม่ขาดชำรุด,เช็ค,W,task04.jpeg,เครื่องนวดผสมแป้ง
มอเตอร์ขับ,เครื่องนวดผสมแป้ง,5,ต้องไม่มีกลิ่นเหม็นไหม้เสียงไม่ดังผิดปกติ,เช็ค,W,task05.jpeg,เครื่องนวดผสมแป้ง
,เครื่องนวดผสมแป้ง,6,,,W,,
,เครื่องนวดผสมแป้ง,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องนวดผสมแป้ง,6,,ทำ,W,,
มอเตอร์,เครื่องนวดส่วนผสม,1,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.png,เครื่องนวดส่วนผสม
สายพาน,เครื่องนวดส่วนผสม,2,ไม่หย่อนหรือขาดชำรุด,เช็ค,W,task02.jpeg,เครื่องนวดส่วนผสม
มูเล่ย์,เครื่องนวดส่วนผสม,3,ไม่แตกชำรุด,เช็ค,W,task03.jpeg,เครื่องนวดส่วนผสม
ลูกปืน/อัดจาระบี,เครื่องนวดส่วนผสม,4,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,W,task04.jpeg,เครื่องนวดส่วนผสม
ใบกวน,เครื่องนวดส่วนผสม,5,ไม่หักหรืองอผิดรูป,เช็ค,W,task05.jpeg,เครื่องนวดส่วนผสม
โครงสร้าง,เครื่องนวดส่วนผสม,6,ไม่บุบหรือชำรุด,เช็ค,W,task06.jpeg,เครื่องนวดส่วนผสม
ตู้ควบคุมระบบไฟฟ้า,เครื่องนวดส่วนผสม,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task07.jpeg,เครื่องนวดส่วนผสม
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,เครื่องนวดส่วนผสม,8,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องนวดส่วนผสม,9,,ทำ,W,,
มอเตอร์,เครื่องตรวจจับโลหะแบบสายพาน,1,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.png,เครื่องตรวจจับโลหะแบบสายพาน
มูเล่ย์และสายพาน,เครื่องตรวจจับโลหะแบบสายพาน,2,มูเล่ย์ต้องไม่แตกชำรุด  สายพานขาดชำรุด,เช็ค,W,task02.jpeg,เครื่องตรวจจับโลหะแบบสายพาน
ลูกปืน/อัดจาระบี,เครื่องตรวจจับโลหะแบบสายพาน,3,ไม่หลวมคอนและไม่แตกชำรุด,เช็ค/ทำ,W,task03.jpeg,เครื่องตรวจจับโลหะแบบสายพาน
ปุ่ม Emergency,เครื่องตรวจจับโลหะแบบสายพาน,4,ปุ่มต้องไม่ชำรุด สามารถกดปิดได้,เช็ค,W,task04.jpeg,เครื่องตรวจจับโลหะแบบสายพาน
สายพาน,เครื่องตรวจจับโลหะแบบสายพาน,5,สายพานไม่ขาดชำรุด,เช็ค,W,task05.jpeg,เครื่องตรวจจับโลหะแบบสายพาน
หลอดไฟแสดงสถานะ,เครื่องตรวจจับโลหะแบบสายพาน,6,หลอดไฟต้องไม่แตกชำรุด,เช็ค,W,task06.jpeg,เครื่องตรวจจับโลหะแบบสายพาน
ตู้ควบคุมระบบไฟฟ้า,เครื่องตรวจจับโลหะแบบสายพาน,7,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องตรวจจับโลหะแบบสายพาน,7,,ทำ,W,,
มอเตอร์,Extruder,1,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task01.png,Extruder
มูเล่ย์,Extruder,2,ไม่แตกชำรุด,เช็ค,W,task02.jpeg,Extruder
สายพาน,Extruder,3,ไม่หย่อนหรือขาดชำรุด,เช็ค,W,task03.jpeg,Extruder
วาล์วไอและวาล์วน้ำ,Extruder,4,เปิด-ปิดได้ ไม่มีการรั่วหรือสนิม,เช็ค,W,task04.jpeg,Extruder
สกรูอัดงาน,Extruder,5,ไม่มีสนิมและไม่มีรอยบิ่น,เช็ค,W,task05.jpeg,Extruder
แบบอัด,Extruder,6,ต้องไม่บุบหรือเป็นรอยจนเสียรูปทรง,เช็ค,W,task06.jpeg,Extruder
โครงสร้าง,Extruder,7,ไม่บุบหรือเกิดสนิม,เช็ค,W,task07.jpeg,Extruder
ตู้ควบคุมระบบไฟฟ้า,Extruder,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,Extruder
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,Extruder,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,Extruder,10,,ทำ,W,,
มอเตอร์,สายพานตัดสแน็ค,1,ไม่มีกลิ่นไหม้และไม่มีเสียงดัง,เช็ค,W,task01.png,สายพานตัดสแน็ค
สายพานขับมอเตอร์,สายพานตัดสแน็ค,2,ต้องไม่ชำรุดหรือฉีกขาด,เช็ค,W,task02.jpeg,สายพานตัดสแน็ค
มูเล่ย์,สายพานตัดสแน็ค,3,ล่องมูเล่ห์ต้องไม่แตกหรือสึกหรอ,เช็ค,W,task03.jpeg,สายพานตัดสแน็ค
ลูกปืน/อัดจาระบี,สายพานตัดสแน็ค,4,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,W,task04.jpeg,สายพานตัดสแน็ค
พัดลม,สายพานตัดสแน็ค,5,ใบต้องไม่แตกหรือชำรุด,เช็ค,W,task05.jpeg,สายพานตัดสแน็ค
สายพานลำเลียงสแน็ค,สายพานตัดสแน็ค,6,ไม่ชำรุดหรือฉีกขาด,เช็ค,W,task06.jpeg,สายพานตัดสแน็ค
,สายพานตัดสแน็ค,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,สายพานตัดสแน็ค,7,,ทำ,W,,
มอเตอร์,เครื่องตัดสแน็ค,1,ไม่มีเสียงดังและไม่มีกลิ่นไหม้,เช็ค,W,task01.jpeg,เครื่องตัดสแน็ค
สายพาน / มูเล่ย์,เครื่องตัดสแน็ค,2,สายพานต้องไม่ชำรุดขาด /มูเล่ย์,เช็ค,W,task02.jpeg,เครื่องตัดสแน็ค
ลูกปืน/อัดจาระบี,เครื่องตัดสแน็ค,3,ลูกปืนต้องไม่ชำรุดแตก,เช็ค/ทำ,W,task03.jpeg,เครื่องตัดสแน็ค
เฟือง,เครื่องตัดสแน็ค,4,ต้องไม่ชำรุด,เช็ค,W,task04.jpeg,เครื่องตัดสแน็ค
โซลินอยด์วาล์ว,เครื่องตัดสแน็ค,5,ต้องทำงานได้ปกติไม่ชำรุด,เช็ค,W,task05.jpeg,เครื่องตัดสแน็ค
กระบอกลม,เครื่องตัดสแน็ค,6,ลมต้องไม่รั่ว,เช็ค,W,task06.jpeg,เครื่องตัดสแน็ค
ใบมีด,เครื่องตัดสแน็ค,7,ใบมีดต้องไม่แตก ชำรุด,เช็ค,W,task07.jpeg,เครื่องตัดสแน็ค
ตู้ควบคุมระบบไฟฟ้า,เครื่องตัดสแน็ค,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,เครื่องตัดสแน็ค
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องตัดสแน็ค,9,,ทำ,W,,
แผงควบคุม,ตู้อบลมร้อน,1,ต้องไม่แตกชำรุด,เช็ค,W,task01.jpeg,ตู้อบลมร้อน
ประเก็นฝาตู้,ตู้อบลมร้อน,2,ไม่ชำรุดฉีกขาด,เช็ค,W,task02.jpeg,ตู้อบลมร้อน
ชั้นวาง,ตู้อบลมร้อน,3,ต้องไม่ชำรุดหักไม่บิดงอ,เช็ค,W,task03.jpeg,ตู้อบลมร้อน
บานประตู,ตู้อบลมร้อน,4,บานประตูต้องไม่ชำรุด,เช็ค,W,task04.jpeg,ตู้อบลมร้อน
โครงสร้าง,ตู้อบลมร้อน,5,ต้องไม่ชำรุด,เช็ค,W,task05.jpeg,ตู้อบลมร้อน
ตู้ควบคุมระบบไฟฟ้า,ตู้อบลมร้อน,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,,
,ตู้อบลมร้อน,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ตู้อบลมร้อน,6,,ทำ,W,,
ประเก็นหน้าตู้,ตู้อบสแน็ค,1,ไม่ฉีกขาด,เช็ค,W,task01.png,ตู้อบสแน็ค
มอเตอร์,ตู้อบสแน็ค,2,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task02.jpeg,ตู้อบสแน็ค
วาล์วเปิด-ปิดสตีม,ตู้อบสแน็ค,3,วาล์วและท่อต้องไม่มีน้ำรั่วซึม,เช็ค,W,task03.jpeg,ตู้อบสแน็ค
เพรสเชอร์เกจ,ตู้อบสแน็ค,4,เข็มตรงและหน้าปัดต้องไม่แตก,เช็ค,W,task04.jpeg,ตู้อบสแน็ค
ลูกปืน/อัดจาระบี,ตู้อบสแน็ค,5,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,W,task05.jpeg,ตู้อบสแน็ค
กระบอกลม,ตู้อบสแน็ค,6,ต้องทำงานได้ปกติ ลมต้องไม่รั่ว,เช็ค,W,task06.jpeg,ตู้อบสแน็ค
โซลินอยด์วาล์ว,ตู้อบสแน็ค,7,ตรวจเช็คว่าทำงานได้ปกติไหม,เช็ค,W,task07.jpeg,ตู้อบสแน็ค
มู่เลย์และสายพาน,ตู้อบสแน็ค,8,มู่เลย์ต้องไม่แตกชำรุด  สานพานไม่ขาด,เช็ค,W,task08.jpeg,ตู้อบสแน็ค
ตู้ควบคุมระบบไฟฟ้า,ตู้อบสแน็ค,9,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task09.jpeg,ตู้อบสแน็ค
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ตู้อบสแน็ค,10,,ทำ,W,,
มอเตอร์,เครื่องซีลถุง,1,ไม่มีเสียงดังและไม่มีกลิ่นไหม้,เช็ค,W,task01.png,เครื่องซีลถุง
เฟือง,เครื่องซีลถุง,2,ไม่แตกหักหรือชำรุด,เช็ค,W,task02.jpeg,เครื่องซีลถุง
สายพานซีลร้อน,เครื่องซีลถุง,3,ไม่หย่อนหรือชำรุดฉีกขาด,เช็ค,W,task03.jpeg,เครื่องซีลถุง
สายพานซีลเย็น,เครื่องซีลถุง,4,ไม่หย่อนหรือชำรุดฉีกขาด,เช็ค,W,task04.jpeg,เครื่องซีลถุง
สายพานลำเลียงซอง,เครื่องซีลถุง,5,ไม่หย่อนหรือชำรุดฉีกขาด,เช็ค,W,task05.jpeg,เครื่องซีลถุง
,เครื่องซีลถุง,6,,,W,,
,เครื่องซีลถุง,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องซีลถุง,6,,ทำ,W,,
ฝาปิด,ตู้นึ่งไก่,1,ไม่มีรอยบุบหรือยุบ,เช็ค,W,task01.jpeg,ตู้นึ่งไก่
ประเก็น,ตู้นึ่งไก่,2,ไม่มีรอยฉีกขาด,เช็ค,W,task02.jpeg,ตู้นึ่งไก่
เกจวัดแรงดัน,ตู้นึ่งไก่,3,ไม่มีสนิมหรือเข็มชำรุด,เช็ค,W,task03.jpeg,ตู้นึ่งไก่
เซฟตี้วาล์ว,ตู้นึ่งไก่,4,ต้องใช้งานได้ปกติดี,เช็ค,W,task04.png,ตู้นึ่งไก่
โครงสร้าง,ตู้นึ่งไก่,5,ไม่มีรอยบุบหรือรอยรั่วตามรอยต่อของตะเข็บ,เช็ค,W,task05.jpeg,ตู้นึ่งไก่
ตู้ควบคุมระบบไฟฟ้า,ตู้นึ่งไก่,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่องรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,ตู้นึ่งไก่
,ตู้นึ่งไก่,7,,,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,ตู้นึ่งไก่,7,,ทำ,W,,
มอเตอร์เกียร์,เครื่องเป่าซองPOUCH,1,มอเตอร์ต้องไม่เสียงดัง,เช็ค,W,task01.jpeg,เครื่องเป่าซองPOUCH
ลูกปืน/อัดจาระบี,เครื่องเป่าซองPOUCH,2,ลูกปืนต้องไม่แตก ชำรุด,เช็ค/ทำ,W,task02.jpeg,เครื่องเป่าซองPOUCH
สายพานกดซอง,เครื่องเป่าซองPOUCH,3,สายพานต้องไม่ขาด ชำรุด,เช็ค,W,task03.jpeg,เครื่องเป่าซองPOUCH
โซ่สายพานพาซอง,เครื่องเป่าซองPOUCH,4,ต้องไม่ชำรุดขาด,เช็ค,W,task04.jpeg,เครื่องเป่าซองPOUCH
โซ่ -เฟืองขับ,เครื่องเป่าซองPOUCH,5,โซ่ต้องไม่ขาดชำรุด-เฟืองต้องไม่ชำรุด,เช็ค,W,task05.jpeg,เครื่องเป่าซองPOUCH
กล่องควบคุมระบบไฟฟ้า,เครื่องเป่าซองPOUCH,6,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task06.jpeg,เครื่องเป่าซองPOUCH
โครงสร้าง,เครื่องเป่าซองPOUCH,7,ต้องไม่ชำรุดหัก,เช็ค,W,task07.jpeg,เครื่องเป่าซองPOUCH
ตู้ควบคุมระบบไฟฟ้า,เครื่องเป่าซองPOUCH,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,เครื่องเป่าซองPOUCH
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,เครื่องเป่าซองPOUCH,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องเป่าซองPOUCH,10,,ทำ,W,,
หัวฉีดสเปรย์,เครื่องล้างกระป๋อง,1,อยู่ครบทุกหัวและไม่อุดตัน,เช็ค,W,task01.png,เครื่องล้างกระป๋อง
มอเตอร์ปั้ม,เครื่องล้างกระป๋อง,2,ไม่มีเสียงดังและไม่มีน้ำรั่วซึม,เช็ค,W,task02.jpeg,เครื่องล้างกระป๋อง
โซ่พากระป๋อง,เครื่องล้างกระป๋อง,3,ข้อต่อไม่แตกชำรุด และไม่หย่อน,เช็ค,W,task03.png,เครื่องล้างกระป๋อง
เฟืองและโซ่,เครื่องล้างกระป๋อง,4,ข้อต่อไม่แตกชำรุด และไม่หย่อน ข้อต่อโซ่ต้องไม่หลวมและไม่หย่อน,เช็ค,W,task04.jpeg,เครื่องล้างกระป๋อง
ท่อ Steamและวาล์ว,เครื่องล้างกระป๋อง,5,ท่อไม่รั่วและวาล์วใช้งานได้ปกติปิดได้สนิท,เช็ค,W,task05.jpeg,เครื่องล้างกระป๋อง
ลูกปืน/อัดจาระบี,เครื่องล้างกระป๋อง,6,ไม่หลวมคอนและไม่แตกชำรุด,เช็ค/ทำ,W,task06.jpeg,เครื่องล้างกระป๋อง
มอเตอร์ขับ,เครื่องล้างกระป๋อง,7,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task07.jpeg,เครื่องล้างกระป๋อง
โครงสร้าง,เครื่องล้างกระป๋อง,8,ไม่หักชำรุดและไม่เป็นสนิม,เช็ค,W,task08.jpeg,เครื่องล้างกระป๋อง
ตู้ควบคุมระบบไฟฟ้า,เครื่องล้างกระป๋อง,9,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task09.jpeg,เครื่องล้างกระป๋อง
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องล้างกระป๋อง,10,,ทำ,W,,
รูปล่อยน้ำ / รู STEAM,หม้อฆ่าเชื้อกระป๋อง,1,จะต้องไม่อุดตัน,เช็ค,W,task01.jpeg,หม้อฆ่าเชื้อกระป๋อง
โลว์ลูกกลิ้งและลูกปืน,หม้อฆ่าเชื้อกระป๋อง,2,โลว์ลูกกลิ้งต้องอยู่ครบ ไม่ชำรุดลูกปืนต้องไม่หลวมคอนหรือแตกชำรุด,เช็ค,W,,
โซ่และลูกปืน,หม้อฆ่าเชื้อกระป๋อง,3,โซ่ ข้อต่อต้องไม่หลวมลูกปืนต้องไม่หลวมหรือแตกชำรุด,เช็ค,W,task03.jpeg,หม้อฆ่าเชื้อกระป๋อง
ประเก็นหน้าหม้อ,หม้อฆ่าเชื้อกระป๋อง,4,ต้องไม่ขาดชำรุด,เช็ค,W,task04.jpeg,หม้อฆ่าเชื้อกระป๋อง
เซฟตี้วาล์ว,หม้อฆ่าเชื้อกระป๋อง,5,ต้องไม่หักชำรุด สามรถใช้งานได้ปกติ,เช็ค,W,task05.jpeg,หม้อฆ่าเชื้อกระป๋อง
วาล์ว,หม้อฆ่าเชื้อกระป๋อง,6,ไม่รั่วซึม,เช็ค,W,task06.jpeg,หม้อฆ่าเชื้อกระป๋อง
มอเตอร์เกียร์ขับโซ่,หม้อฆ่าเชื้อกระป๋อง,7,มอเตอร์ต้องไม่มีเสียงดัง เกียร์ไม่มีน้ำมันรั่วซึม,เช็ค,W,task07.jpeg,หม้อฆ่าเชื้อกระป๋อง
ตู้ควบคุมระบบไฟฟ้า,หม้อฆ่าเชื้อกระป๋อง,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,หม้อฆ่าเชื้อกระป๋อง
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,หม้อฆ่าเชื้อกระป๋อง,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,หม้อฆ่าเชื้อกระป๋อง,10,,ทำ,W,,
หัวฉีดเสปรย์,หม้อฆ่าเชื้อเพ๊าท์,1,ต้องมีอยู่ครบและไม่อุดตัน,เช็ค,W,task01.jpeg,หม้อฆ่าเชื้อเพ๊าท์
ประเก็นหน้าหม้อ,หม้อฆ่าเชื้อเพ๊าท์,2,ต้องไม่ขาดชำรุด,เช็ค,W,task02.jpeg,หม้อฆ่าเชื้อเพ๊าท์
เซฟตี้วาล์ว,หม้อฆ่าเชื้อเพ๊าท์,3,ต้องไม่หักชำรุด สามรถใช้งานได้ปกติ,เช็ค,W,task03.jpeg,หม้อฆ่าเชื้อเพ๊าท์
วาล์ว,หม้อฆ่าเชื้อเพ๊าท์,4,ไม่รั่วซึม,เช็ค,W,task04.png,หม้อฆ่าเชื้อเพ๊าท์
มอเตอร์ปั๊ม,หม้อฆ่าเชื้อเพ๊าท์,5,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task05.jpeg,หม้อฆ่าเชื้อเพ๊าท์
มอเตอร์เกียร์ขับโซ่,หม้อฆ่าเชื้อเพ๊าท์,6,มอเตอร์ต้องไม่มีเสียงดัง เกียร์ไม่มีน้ำมันรั่วซึม,เช็ค,W,task06.jpeg,หม้อฆ่าเชื้อเพ๊าท์
ระบบท่อ,หม้อฆ่าเชื้อเพ๊าท์,7,ไม่มีน้ำรั่วซึม ไม่เป็นสนิม,เช็ค,W,task07.jpeg,หม้อฆ่าเชื้อเพ๊าท์
ตู้ควบคุมระบบไฟฟ้า,หม้อฆ่าเชื้อเพ๊าท์,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,หม้อฆ่าเชื้อเพ๊าท์
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,หม้อฆ่าเชื้อเพ๊าท์,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,หม้อฆ่าเชื้อเพ๊าท์,10,,ทำ,W,,
หัวฉีดเสปรย์,หม้อฆ่าเชื้อกล่อง,1,ต้องมีอยู่ครบและไม่อุดตัน,เช็ค,W,task01.jpeg,หม้อฆ่าเชื้อกล่อง
ประเก็นหน้าหม้อ,หม้อฆ่าเชื้อกล่อง,2,ต้องไม่ขาดชำรุด,เช็ค,W,task02.jpeg,หม้อฆ่าเชื้อกล่อง
เซฟตี้วาล์ว,หม้อฆ่าเชื้อกล่อง,3,ต้องไม่หักชำรุด สามรถใช้งานได้ปกติ,เช็ค,W,task03.jpeg,หม้อฆ่าเชื้อกล่อง
วาล์ว,หม้อฆ่าเชื้อกล่อง,4,ไม่รั่วซึม,เช็ค,W,task04.png,หม้อฆ่าเชื้อกล่อง
มอเตอร์ปั๊ม,หม้อฆ่าเชื้อกล่อง,5,ไม่มีเสียงดังและไม่มีกลิ่นเหม็นไหม้,เช็ค,W,task05.jpeg,หม้อฆ่าเชื้อกล่อง
มอเตอร์เกียร์ขับโซ่,หม้อฆ่าเชื้อกล่อง,6,มอเตอร์ต้องไม่มีเสียงดัง เกียร์ไม่มีน้ำมันรั่วซึม,เช็ค,W,task06.jpeg,หม้อฆ่าเชื้อกล่อง
ระบบท่อ,หม้อฆ่าเชื้อกล่อง,7,ไม่มีน้ำรั่วซึม ไม่เป็นสนิม,เช็ค,W,task07.jpeg,หม้อฆ่าเชื้อกล่อง
ตู้ควบคุมระบบไฟฟ้า,หม้อฆ่าเชื้อกล่อง,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,หม้อฆ่าเชื้อกล่อง
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,หม้อฆ่าเชื้อกล่อง,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,หม้อฆ่าเชื้อกล่อง,10,,ทำ,W,,
มอเตอร์ปั๊ม,เครื่องเอียงตะกร้า,1,มอเตอร์ต้องไม่มีเสียงดัง ปั๊มไม่รั่ว,เช็ค,W,task01.jpeg,เครื่องเอียงตะกร้า
กระบอกไฮโดรลิค,เครื่องเอียงตะกร้า,2,ไม่มีน้ำมันรั่วซึม,เช็ค,W,task02.jpeg,เครื่องเอียงตะกร้า
สายไฮโดรลิค,เครื่องเอียงตะกร้า,3,ไม่แตก ไม่มีน้ำมันรั่วซึม,เช็ค,W,task03.png,เครื่องเอียงตะกร้า
ระดับน้ำมัน,เครื่องเอียงตะกร้า,4,ต้องมีน้ำมันเพียงพอ ระดับไม่ต่ำกว่าขีดแดง,เช็ค,W,task04.jpeg,เครื่องเอียงตะกร้า
พัดลม,เครื่องเอียงตะกร้า,5,ใบไม่หักชำรุด,เช็ค,W,task05.jpeg,เครื่องเอียงตะกร้า
โลว์ลูกกลิ้ง,เครื่องเอียงตะกร้า,6,ลูกปืนไม่แตกชำรุด,เช็ค,W,task06.jpeg,เครื่องเอียงตะกร้า
โครงสร้าง,เครื่องเอียงตะกร้า,7,ไม่หักชำรุดและไม่เป็นสนิม,เช็ค,W,task07.jpeg,เครื่องเอียงตะกร้า
ตู้ควบคุมระบบไฟฟ้า,เครื่องเอียงตะกร้า,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,เครื่องเอียงตะกร้า
เปลี่ยนถ่ายน้ำมันไฮดรอลิคทุ่ก 6 เดือน,เครื่องเอียงตะกร้า,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องเอียงตะกร้า,10,,ทำ,W,,
มอเตอร์เกียร์,เครื่องเป่ากระป๋องแห้ง,1,ไม่มีเสียงดังและไม่มีกลิ่นไหม้,เช็ค,W,task01.png,เครื่องเป่ากระป๋องแห้ง
เฟืองและโซ่,เครื่องเป่ากระป๋องแห้ง,2,ฟันเฟืองไม่แหลมคม โซ่ข้อต่อไม่หลวม,เช็ค,W,task02.jpeg,เครื่องเป่ากระป๋องแห้ง
ลูกปืน/อัดจาระบี,เครื่องเป่ากระป๋องแห้ง,3,ไม่หลวมคอนหรือแตกชำรุด,เช็ค/ทำ,W,task03.jpeg,เครื่องเป่ากระป๋องแห้ง
พัดลม,เครื่องเป่ากระป๋องแห้ง,4,ใบพัดต้องไม่หักชำรุด,เช็ค,W,task04.jpeg,เครื่องเป่ากระป๋องแห้ง
สายพานกลม,เครื่องเป่ากระป๋องแห้ง,5,ไม่ขาดชำรุด,เช็ค,W,task05.jpeg,เครื่องเป่ากระป๋องแห้ง
มอเตอร์ Blower,เครื่องเป่ากระป๋องแห้ง,6,สามารถเป่าลมได้ ท่อลมไม่ขาดชำรุด,เช็ค,W,task06.jpeg,เครื่องเป่ากระป๋องแห้ง
โครงสร้าง,เครื่องเป่ากระป๋องแห้ง,7,ไม่หักชำรุดและไม่เป็นสนิม,เช็ค,W,task07.jpeg,เครื่องเป่ากระป๋องแห้ง
ตู้ควบคุมระบบไฟฟ้า,เครื่องเป่ากระป๋องแห้ง,8,ไม่มีสิ่งผิดปกติด้านในตู้ อุปกรณ์อยู่ในสภาพเรียบร้อย ไม่มีร่อยรอยสายไฟชำรุด,เช็ค,W,task08.jpeg,เครื่องเป่ากระป๋องแห้ง
เปลี่ยนถ่ายน้ำมันเกียร์ทุ่ก 6 เดือน,เครื่องเป่ากระป๋องแห้ง,9,เปลี่ยนน้ำมันวันที่:,ทำ,W,,
การเคลียร์สิ่งแปลกปลอม / ความสะอาดก่อนส่งมอบ,เครื่องเป่ากระป๋องแห้ง,10,,ทำ,W,,
Nozzles หัวเป่าลม,HS R2,1,ต้องไม่ชำรุดหรืออุดตัน,เช็ค,W,task01.jpeg,HS_R2
Flexble Ducting,HS R2,2,สายต้องไม่แตก ลมไม่รั่ว,เช็ค,W,task02.jpeg,HS_R2
Airknives,HS R2,3,ปากเป่าลมต้องไม่ชำรุด ลมออกได้ดี,เช็ค,W,task03.jpeg,HS_R2
